"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"Opération dragon TRUEFRENCH DVDRIP 1973";"59";"8";"1.37GB";"07/12/2019";"Films";"Action,Aventure";"Une compétition d'arts martiaux est organisée par un mystérieux Han, derrière lequel se cache un redoutable trafiquant de drogue. Lee, agent de renseignements occidental et spécialiste de kung-fu, tente de démanteler l'organisation criminelle."
"Cops FRENCH WEBRIP 2019";"133";"8";"699.84MB";"07/12/2019";"Films";"Drame";"Chris, jeune policier ambitieux, intègre la WEGA, unité d'élite de la police viennoise. Lors d'une intervention qui s'envenime, il abat un homme pour protéger un collègue. Terrible erreur ou comportement héroïque ?"
"Un Indien dans la ville FRENCH DVDRIP 1994";"84";"4";"679.75MB";"07/12/2019";"Films";"Comédie";"Sur le point d'épouser la belle Charlotte, Stéphane Marchado part à la recherche de sa première femme, partie depuis treize ans dans une tribu d'Amazonie pour régulariser son divorce."
"Queens FRENCH DVDRIP 2019";"833";"36";"692.32MB";"07/12/2019";"Films";"Biopic";"Des stripteaseuses se lient d’amitié et décident de conjuguer leurs talents pour arnaquer et prendre leur revanche sur leurs riches clients de Wall Street. Leur plan fonctionne à merveille, mais argent et vie facile les poussent à prendre de plus en plus de risques…"
"Rambo: Last Blood FRENCH DVDRIP 2019";"1445";"41";"697.54MB";"07/12/2019";"Films";"Action,Aventure";NA
"Abominable MULTi 4K ULTRA HD x265 2019";"37";"21";"52.68GB";"07/12/2019";"Films";"Animation";"Tout commence sur le toit d’un immeuble à Shanghai, avec l’improbable rencontre d’une jeune adolescente, l’intrépide Yi, avec un jeune Yeti. La jeune fille et ses amis Jin et Peng vont tenter de ramener chez lui celui qu’ils appellent désormais Everest, leur nouvel et étrange ami, afin qu’il puisse retrouver sa famille sur le toit du monde. Mais pour accomplir cette mission, notre trio de choc va devoir mener une course effrénée contre Burnish, un homme puissant qui a bien l’intention de capturer la créature car elle ressemble comme deux gouttes d’eau à celle qu’il avait fortuitement rencontrée quand il était enfant."
"Jumanji: next level TRUEFRENCH HDTS MD 2019";"2099";"157";"1.37GB";"06/12/2019";"Films";"Action,Aventure";NA
"The Renegade (Black '47) FRENCH DVDRIP 2019";"79";"3";"693.19MB";"06/12/2019";"Films";"Drame";"Irlande, hiver 1847. Après avoir combattu dans le monde entier pour l'armée anglaise, le ranger Feeney retrouve enfin son pays natal. Il découvre une terre de désolation, ravagée par la famine et la maladie. Ceux qui ont réussi à survivre sont chassés de leurs foyers par les percepteurs anglais, et condamnés à errer sur les routes."
"Mon Noël en Alaska FRENCH WEBRIP 2018";"128";"5";"1.2GB";"06/12/2019";"Films";"Romance";"Zoey Hathaway, pilote d'avion à Seattle, rêve de créer sa propre compagnie aérienne charter. À quelques jours de Noël, elle hérite d'un ranch en Alaska. Zoey se rend sur place pour le vendre le plus rapidement possible afin de réaliser son rêve. Ses plans sont vite contrariés quand elle fait la connaissance d'Alec Wynn, l'homme qui s'occupe de l'entretien du ranch..."
"Le Monde de Narnia : Chapitre 1 - Le lion, la sorcière blanche et l'armoire magique FRENCH HDLight 1080p 2005";"95";"25";"2.99GB";"06/12/2019";"Films";"Fantastique";"Le Monde de Narnia : chapitre 1 conte la lutte entre le bien et le mal qui oppose le magnifique lion Aslan aux forces des ténèbres dans le monde magique de Narnia. Grâce à ses sombres pouvoirs, la Sorcière Blanche a plongé Narnia dans un hiver qui dure depuis un siècle, mais une prédiction révèle que quatre enfants aideront Aslan à rompre la malédiction. Lorsque Lucy, Susan, Edmund et Peter Pevensie, quatre frères et soeurs, découvrent ce monde enchanté en y pénétrant à travers une armoire, tout est en place pour une bataille de proportions épiques..."
"The Snow Queen, la reine des neiges FRENCH HDLight 1080p 2012";"122";"3";"3.85GB";"06/12/2019";"Films";"Animation";"Une malédiction jetée par la Reine des Neiges a plongé un royaume lointain dans un long et rigoureux hiver. L’unique menace pour cette reine maléfique est un miroir magique. Un troll, sous les ordres de la reine, va traquer ce miroir durant plusieurs années. C’est ainsi qu’il le retrouvera, et enlèvera son propriétaire, Kai. Mais c’est sans compter le courage de Gerda, sa soeur, qui se lance alors dans un incroyable voyage pour le retrouver…"
"Elliot, le plus petit des rennes FRENCH HDLight 1080p 2018";"79";"8";"1.8GB";"06/12/2019";"Films";"Animation";"Eclair, l'un des huit rennes du Père Noël, annonce qu’il va prendre sa retraite dans quelques jours. C'est l'occasion unique pour le petit cheval Elliot de se rendre au Pôle Nord pour accomplir un rêve fou : gagner sa place parmi les rennes et tirer le traineau du Père Noël !"
"Gemini Man FRENCH WEBRIP 2019";"1141";"50";"1.37GB";"06/12/2019";"Films";"Action,Aventure";"Henry Brogan, un tueur professionnel, est soudainement pris pour cible et poursuivi par un mystérieux et jeune agent qui peut prédire chacun de ses mouvements."
"Lucky Day FRENCH DVDRIP 2019";"366";"13";"694.81MB";"06/12/2019";"Films";"Policier,Thriller";"C'est le grand jour, Red sort de prison, après avoir purgé deux ans pour un braquage de banque qui s'est soldé par la mort de son complice. Il retrouve sa femme Chloé qui l'a attendu tout en élevant seule leur fille Beatrice. Le même jour, Luc, le frère de son ancien complice, tueur à gages et psychopathe notoire, débarque assoiffé de vengeance et avec la ferme intention de l'éliminer…"
"The Operative FRENCH DVDRIP 2019";"255";"10";"1.37GB";"06/12/2019";"Films";"Policier,Thriller";"À la fin des années 2000, alors que le monde craint que l'Iran ne se dote de l'arme atomique, Rachel, ex-agente du Mossad infiltrée à Téhéran, disparaît sans laisser de trace. Thomas, son référent de mission, doit la retrouver entre Orient et Occident, car Rachel doit revenir à tout prix sous le contrôle de l’organisation… ou être éliminée."
"Ad Astra TRUEFRENCH DVDRIP 2019";"683";"17";"1.38GB";"06/12/2019";"Films";"Sciencefiction";"L’astronaute Roy McBride s’aventure jusqu’aux confins du système solaire à la recherche de son père disparu et pour résoudre un mystère qui menace la survie de notre planète. Lors de son voyage, il sera confronté à des révélations mettant en cause la nature même de l’existence humaine, et notre place dans l’univers."
"Marriage Story FRENCH WEBRIP 2019";"111";"2";"1.36GB";"06/12/2019";"Films";"Drame";"Un metteur en scène et sa femme, comédienne, se débattent dans un divorce exténuant qui les pousse à des extrêmes..."
"Hala FRENCH WEBRIP 2019";"87";"9";"698.62MB";"06/12/2019";"Films";"Drame";"Hala, jeune adolescente musulmane, regarde sa famille se dissoudre tandis qu'elle s'éveille à l'amour."
"Another Day of Life TRUEFRENCH DVDRIP 2019";"91";"4";"698.65MB";"06/12/2019";"Films";"Animation";"Varsovie, 1975. Ryszard Kapuscinski (43 ans) est un brillant journaliste, chevronné et idéaliste. C’est un fervent défenseur des causes perdues et des révolutions. À l’agence de presse polonaise, il convainc ses supérieurs de l’envoyer en Angola. Le pays bascule dans une guerre civile sanglante à l’aube de son indépendance. Kapuscinski s’embarque alors dans un voyage suicidaire au cœur du conﬂit. Il assiste une fois de plus à la dure réalité de la guerre et se découvre un sentiment d’impuissance. L’Angola le changera à jamais : parti journaliste de Pologne, il en revient écrivain."
"Downton Abbey FRENCH DVDRIP 2019";"161";"15";"1.37GB";"06/12/2019";"Films";"Drame";"Les Crawley et leur personnel intrépide se préparent à vivre l'événement le plus important de leur vie : une visite du roi et de la reine d'Angleterre. Cette venue ne tardera pas à déclencher scandales, intrigues amoureuses et manigances qui pèseront sur l'avenir même de Downton."
"Le Gangster, le flic & l'assassin FRENCH DVDRIP 2019";"963";"50";"694.59MB";"06/12/2019";"Films";"Policier,Thriller";NA
"Dauntless: The Battle of Midway FRENCH DVDRIP 2019";"515";"6";"693.1MB";"06/12/2019";"Films";"Drame";"Juin 1942. La marine impériale japonaise prépare une nouvelle attaque pour éliminer définitivement les forces aéronavales américaines. Dans l'espoir de changer le cours de la guerre, les Etats-Unis rassemblent leur flotte pour une contre-attaque dans le Pacifique nord : on se dirige vers la bataille de Midway."
"A Christmas Prince: The Royal Baby FRENCH WEBRIP 2019";"201";"9";"703MB";"06/12/2019";"Films";"Romance";"Pour Noël, Aldovie s'apprête à recevoir le plus beau des cadeaux : un bébé royal. Mais la reine Amber doit d'abord sauver son royaume en élucidant un mystère."
"Ladies in Black FRENCH DVDRIP 2019";"144";"5";"694.29MB";"05/12/2019";"Films";"Comédiedramatique";"Tiré du roman \"The Women in Black\" de Madeleine St John, The Ladies in Black se situe en 1959 et suit une lycéenne qui, dans l'attente de ses résultats d'examen, se trouve un petit job d'été. Au contact de ses collègues, elle va ouvrir les yeux sur un nouveau monde."
"The Poison Rose TRUEFRENCH DVDRIP 2019";"703";"23";"700.13MB";"05/12/2019";"Films";"Policier,Thriller";"Carson Phillips, ex-vedette du football américain, est devenu un détective privé obsédé par une jeune femme en détresse."
"Siberia FRENCH DVDRIP 2019";"304";"12";"703.47MB";"05/12/2019";"Films";"Policier,Thriller";"Un négociant en diamants tente de vendre des pierres aux origines douteuses à des acheteurs russes. Alors que la vente commence à capoter et qu'il découvre l'univers sombre du commerce de diamants, sa rencontre avec la gérante russe d'un café, dans une petite ville de Sibérie, tourne à l'obsession."
"Never Grow Old FRENCH DVDRIP 2019";"206";"7";"696.68MB";"05/12/2019";"Films";"Western";NA
"Je Promets D'être Sage FRENCH WEBRIP 2019";"132";"2";"694.16MB";"05/12/2019";"Films";"Drame";"Après des années de galère dans le théâtre, à bout de nerfs, Franck plaque tout !  Il aspire à une vie qui se tienne enfin et accepte un poste de gardien de musée loin de Paris, au calme. C’était sans compter sur Sibylle, une agent de surveillance caractérielle qui va lui mener la vie dure et tout faire pour le décourager. Ils vont pourtant être amenés à s’allier pour monter une petite escroquerie. Une chance peut-être de reprendre leurs vies en main…"
"Overcomer FRENCH DVDRIP 2019";"136";"2";"1.37GB";"05/12/2019";"Films";"Drame";"Coach d'une équipe de basket-ball dans un lycée, John Harrison se porte volontaire pour aider une adolescente en difficulté à remporter la grande course d'endurance."
"Downton Abbey FRENCH WEBRIP 2019";"209";"4";"1.37GB";"05/12/2019";"Films";"Drame";"Les Crawley et leur personnel intrépide se préparent à vivre l'événement le plus important de leur vie : une visite du roi et de la reine d'Angleterre. Cette venue ne tardera pas à déclencher scandales, intrigues amoureuses et manigances qui pèseront sur l'avenir même de Downton."
"Wonderland, le royaume sans pluie FRENCH DVDRIP 2019";"234";"7";"693.91MB";"05/12/2019";"Films";"Animation";"Akané est une jeune fille rêveuse. La veille de son anniversaire, elle se rend chez sa tante antiquaire pour récupérer son cadeau. Dans l’étrange bric-à-brac de la boutique, elle pose sa main sur une pierre magique. S’ouvre soudain un passage secret d’où surgit Hippocrate, un alchimiste venu d’un autre monde. Il veut convaincre Akané qu’elle est la Déesse du vent vert dont parle la légende et qu’elle seule peut éviter la terrible sécheresse qui menace son royaume. Accompagnées par l’alchimiste et son disciple Pipo, Akané et sa tante s’engagent dans un voyage fantastique pour sauver Wonderland. "
"Ad Astra FRENCH WEBRIP 2019";"580";"13";"1.37GB";"05/12/2019";"Films";"Sciencefiction";"L’astronaute Roy McBride s’aventure jusqu’aux confins du système solaire à la recherche de son père disparu et pour résoudre un mystère qui menace la survie de notre planète. Lors de son voyage, il sera confronté à des révélations mettant en cause la nature même de l’existence humaine, et notre place dans l’univers."
"American Animals VOSTFR DVDRIP 2019";"32";"4";"1.37GB";"04/12/2019";"Films";"Policier,Thriller";"Quatre jeunes hommes préparent le braquage le plus audacieux de l'histoire des Etats-Unis..."
"Le Chacal TRUEFRENCH DVDRIP 1997";"141";"5";"1.9GB";"04/12/2019";"Films";"Policier,Thriller";"Le FBI est sur les dents. Un tueur implacable a été engagé par une mystérieuse organisation pour supprimer l'une des plus importantes personnalités politiques des Etats-Unis. Sunomme le Chacal, cet homme reste insaisissable, changeant constamment d'identité. Carter Preston, directeur adjoint du FBI, affronte la plus difficile mission de sa carrière. Pour la circonstance, il fait équipe avec Valentina Koslova, major des services de renseignement russes. Ils demandent à Declan Mulqueen, un familier de l'espionnage et du terrorisme ayant cotoyé le Chacal, de s'associer avec eux."
"Rambo: Last Blood FRENCH WEBRIP 2019";"2338";"59";"695.48MB";"04/12/2019";"Films";"Action,Aventure";NA
"Abominable FRENCH WEBRIP 2019";"828";"39";"695.13MB";"04/12/2019";"Films";"Animation";"Tout commence sur le toit d’un immeuble à Shanghai, avec l’improbable rencontre d’une jeune adolescente, l’intrépide Yi, avec un jeune Yeti. La jeune fille et ses amis Jin et Peng vont tenter de ramener chez lui celui qu’ils appellent désormais Everest, leur nouvel et étrange ami, afin qu’il puisse retrouver sa famille sur le toit du monde. Mais pour accomplir cette mission, notre trio de choc va devoir mener une course effrénée contre Burnish, un homme puissant qui a bien l’intention de capturer la créature car elle ressemble comme deux gouttes d’eau à celle qu’il avait fortuitement rencontrée quand il était enfant. "
"Saving Leningrad TRUEFRENCH DVDRIP 2019";"341";"5";"698.33MB";"04/12/2019";"Films";"Drame";"De nos jours, à Leningrad, Nastya, une vielle femme, est interviewée par une équipe de télévision. Elle raconte ses souvenirs de la Seconde Guerre mondiale. Elle revient notamment sur ses jeunes années, en septembre 1941, dans une Leningrad qui venait d'être assiégée par les Allemands, et sur son histoire d'amour avec Kostya Gorelov, un jeune cadet. Pendant ce temps, l'armée soviétique tente d'organiser l'évacuation de plusieurs centaines de personnes d'une ville de deux millions d'habitants, qui pourrait bientôt être frappée par la famine."
